order	chapterOrder	chapterId	chapterTitle	lineOrder	lineId	kind	key	file	source
604	10	interlude-undefined-currency	间章十三	12	interlude-undefined-currency:013	line_speaker	interlude-undefined-currency:013:speaker	interlude-13-undefined-currency.js	旁白
605	10	interlude-undefined-currency	间章十三	12	interlude-undefined-currency:013	line_text	interlude-undefined-currency:013:text	interlude-13-undefined-currency.js	Alice 转身离去时，白书边角擦过她的指节，像一枚冰冷的印章盖下：你已签字。只是墨水还没干。
606	10	interlude-undefined-currency	间章十三	13	interlude-undefined-currency:014	line_location	interlude-undefined-currency:014:location	interlude-13-undefined-currency.js	庭院傍晚
607	10	interlude-undefined-currency	间章十三	13	interlude-undefined-currency:014	line_speaker	interlude-undefined-currency:014:speaker	interlude-13-undefined-currency.js	旁白
608	10	interlude-undefined-currency	间章十三	13	interlude-undefined-currency:014	line_text	interlude-undefined-currency:014:text	interlude-13-undefined-currency.js	风把喷泉的水汽推到她脸上。像未来提前来收账，却只肯用雾的手指摸她一下。
609	10	interlude-undefined-currency	间章十三	14	interlude-undefined-currency:015	line_location	interlude-undefined-currency:015:location	interlude-13-undefined-currency.js	庭院傍晚
610	10	interlude-undefined-currency	间章十三	14	interlude-undefined-currency:015	line_speaker	interlude-undefined-currency:015:speaker	interlude-13-undefined-currency.js	旁白
611	10	interlude-undefined-currency	间章十三	14	interlude-undefined-currency:015	line_text	interlude-undefined-currency:015:text	interlude-13-undefined-currency.js	宣传页上的蓝在暮色里深了一格——像利息终于在纸上显出颜色：让你活着的东西，也会要求你活得诚实。
612	10	interlude-undefined-currency	间章十三	15	interlude-undefined-currency:016	line_location	interlude-undefined-currency:016:location	interlude-13-undefined-currency.js	庭院傍晚
613	10	interlude-undefined-currency	间章十三	15	interlude-undefined-currency:016	line_speaker	interlude-undefined-currency:016:speaker	interlude-13-undefined-currency.js	旁白
614	10	interlude-undefined-currency	间章十三	15	interlude-undefined-currency:016	line_text	interlude-undefined-currency:016:text	interlude-13-undefined-currency.js	她把手按在胃上，像按住一张尚未兑付的单据——未定义不是空白，只是那笔迟迟未结的疼仍在往后推。总有一天，她得亲手把自己的名字写回去，而不只是暂时住在 Alice 这个统称里。
615		all-nameplates-empty	第五章			chapter_title	all-nameplates-empty:title	05-all-nameplates-empty.js	第五章
616		all-nameplates-empty	第五章			chapter_subtitle	all-nameplates-empty:subtitle	05-all-nameplates-empty.js	所有门牌都是空的
617		all-nameplates-empty	第五章			chapter_location	all-nameplates-empty:location	05-all-nameplates-empty.js	庭院回廊
618	11	all-nameplates-empty	第五章	0	all-nameplates-empty:001	line_eyebrow	all-nameplates-empty:001:eyebrow	05-all-nameplates-empty.js	Chapter 05
619	11	all-nameplates-empty	第五章	0	all-nameplates-empty:001	line_title	all-nameplates-empty:001:title	05-all-nameplates-empty.js	所有门牌都是空的
620	11	all-nameplates-empty	第五章	0	all-nameplates-empty:001	line_subtitle	all-nameplates-empty:001:subtitle	05-all-nameplates-empty.js	名字来得比痛慢
621	11	all-nameplates-empty	第五章	0	all-nameplates-empty:001	line_location	all-nameplates-empty:001:location	05-all-nameplates-empty.js	庭院回廊
622	11	all-nameplates-empty	第五章	0	all-nameplates-empty:001	line_bgmName	all-nameplates-empty:001:bgmName	05-all-nameplates-empty.js	庭院日常
623	11	all-nameplates-empty	第五章	1	all-nameplates-empty:002	line_location	all-nameplates-empty:002:location	05-all-nameplates-empty.js	庭院回廊
624	11	all-nameplates-empty	第五章	1	all-nameplates-empty:002	line_speaker	all-nameplates-empty:002:speaker	05-all-nameplates-empty.js	旁白
625	11	all-nameplates-empty	第五章	1	all-nameplates-empty:002	line_text	all-nameplates-empty:002:text	05-all-nameplates-empty.js	庭院比她想象中大得多。白花、喷泉、回廊、长桌、石阶，以及许多没有写名字的门。她跟着Hana走过那些门，走到第三扇的时候，终于还是停了下来。
626	11	all-nameplates-empty	第五章	2	all-nameplates-empty:003	line_location	all-nameplates-empty:003:location	05-all-nameplates-empty.js	门牌前
627	11	all-nameplates-empty	第五章	2	all-nameplates-empty:003	line_speaker	all-nameplates-empty:003:speaker	05-all-nameplates-empty.js	旁白
628	11	all-nameplates-empty	第五章	2	all-nameplates-empty:003	line_text	all-nameplates-empty:003:text	05-all-nameplates-empty.js	那些门牌全都空着。空得像每一道门后都曾有人来过，又谁都没能把自己的名字真正留下。
629	11	all-nameplates-empty	第五章	3	all-nameplates-empty:004	line_location	all-nameplates-empty:004:location	05-all-nameplates-empty.js	门牌前
630	11	all-nameplates-empty	第五章	3	all-nameplates-empty:004	line_speaker	all-nameplates-empty:004:speaker	05-all-nameplates-empty.js	A-017
631	11	all-nameplates-empty	第五章	3	all-nameplates-empty:004	line_text	all-nameplates-empty:004:text	05-all-nameplates-empty.js	为什么这里什么都不写？
632	11	all-nameplates-empty	第五章	4	all-nameplates-empty:005	line_location	all-nameplates-empty:005:location	05-all-nameplates-empty.js	回廊尽头
633	11	all-nameplates-empty	第五章	4	all-nameplates-empty:005	line_speaker	all-nameplates-empty:005:speaker	05-all-nameplates-empty.js	旁白
634	11	all-nameplates-empty	第五章	4	all-nameplates-empty:005	line_text	all-nameplates-empty:005:text	05-all-nameplates-empty.js	Yume正好站在回廊尽头，听见这句话，轻轻抬了一下眼。
635	11	all-nameplates-empty	第五章	5	all-nameplates-empty:006	line_location	all-nameplates-empty:006:location	05-all-nameplates-empty.js	回廊尽头
636	11	all-nameplates-empty	第五章	5	all-nameplates-empty:006	line_speaker	all-nameplates-empty:006:speaker	05-all-nameplates-empty.js	Yume
637	11	all-nameplates-empty	第五章	5	all-nameplates-empty:006	line_text	all-nameplates-empty:006:text	05-all-nameplates-empty.js	因为名字来得比痛慢。
638	11	all-nameplates-empty	第五章	6	all-nameplates-empty:007	line_location	all-nameplates-empty:007:location	05-all-nameplates-empty.js	回廊尽头
639	11	all-nameplates-empty	第五章	6	all-nameplates-empty:007	line_speaker	all-nameplates-empty:007:speaker	05-all-nameplates-empty.js	旁白
640	11	all-nameplates-empty	第五章	6	all-nameplates-empty:007	line_text	all-nameplates-empty:007:text	05-all-nameplates-empty.js	Yume把册子摊开给她看。上面没有一个真正意义上的名字。只有编号：A-017、A-092、A-214、A-301……还有更多已经被划去、叠写、压进纸页深处的痕迹，像很多来不及被完整叫过名字的人，在同一本册子里彼此重叠。
641	11	all-nameplates-empty	第五章	7	all-nameplates-empty:008	line_location	all-nameplates-empty:008:location	05-all-nameplates-empty.js	回廊尽头
642	11	all-nameplates-empty	第五章	7	all-nameplates-empty:008	line_speaker	all-nameplates-empty:008:speaker	05-all-nameplates-empty.js	Yume
643	11	all-nameplates-empty	第五章	7	all-nameplates-empty:008	line_text	all-nameplates-empty:008:text	05-all-nameplates-empty.js	不是每一个来到这里的人，都只会有一个。
644	11	all-nameplates-empty	第五章	8	all-nameplates-empty:009	line_location	all-nameplates-empty:009:location	05-all-nameplates-empty.js	回廊尽头
645	11	all-nameplates-empty	第五章	8	all-nameplates-empty:009	line_speaker	all-nameplates-empty:009:speaker	05-all-nameplates-empty.js	Yume
646	11	all-nameplates-empty	第五章	8	all-nameplates-empty:009	line_text	all-nameplates-empty:009:text	05-all-nameplates-empty.js	也不是每一个被叫作爱丽丝的人，最后都能把自己还原成单数。
647	11	all-nameplates-empty	第五章	9	all-nameplates-empty:010	line_location	all-nameplates-empty:010:location	05-all-nameplates-empty.js	回廊尽头
648	11	all-nameplates-empty	第五章	9	all-nameplates-empty:010	line_speaker	all-nameplates-empty:010:speaker	05-all-nameplates-empty.js	旁白
649	11	all-nameplates-empty	第五章	9	all-nameplates-empty:010	line_text	all-nameplates-empty:010:text	05-all-nameplates-empty.js	她听不懂后半句，却本能地觉得不安。那种不安还没来得及散开，眼前的纯白已经开始变薄。
650	11	all-nameplates-empty	第五章	10	all-nameplates-empty:011	line_location	all-nameplates-empty:011:location	05-all-nameplates-empty.js	长桌夜色
651	11	all-nameplates-empty	第五章	10	all-nameplates-empty:011	line_speaker	all-nameplates-empty:011:speaker	05-all-nameplates-empty.js	旁白
652	11	all-nameplates-empty	第五章	10	all-nameplates-empty:011	line_text	all-nameplates-empty:011:text	05-all-nameplates-empty.js	先浮出来的是水声。很轻，细细地从不远处传来，像喷泉先于景象一步抵达这里。接着是茶杯彼此轻碰时极短的一声脆响，再后来，长桌边缘、椅背弧度、石阶上的花影，才一层一层从雾里显出来。
653	11	all-nameplates-empty	第五章	11	all-nameplates-empty:012	line_location	all-nameplates-empty:012:location	05-all-nameplates-empty.js	长桌夜色
654	11	all-nameplates-empty	第五章	11	all-nameplates-empty:012	line_speaker	all-nameplates-empty:012:speaker	05-all-nameplates-empty.js	旁白
655	11	all-nameplates-empty	第五章	11	all-nameplates-empty:012	line_text	all-nameplates-empty:012:text	05-all-nameplates-empty.js	长桌边摆着七只杯子。可庭院里，除了三姐妹和她自己，只剩四个带着兔耳的少女。
656	11	all-nameplates-empty	第五章	12	all-nameplates-empty:013	line_location	all-nameplates-empty:013:location	05-all-nameplates-empty.js	长桌夜色
657	11	all-nameplates-empty	第五章	12	all-nameplates-empty:013	line_speaker	all-nameplates-empty:013:speaker	05-all-nameplates-empty.js	旁白
658	11	all-nameplates-empty	第五章	12	all-nameplates-empty:013	line_text	all-nameplates-empty:013:text	05-all-nameplates-empty.js	喷泉边那一个先把软垫拍平。数杯子的那一个正低头默数。另一个把点心分成两份，轻轻推向空着的位置。还有一个一直站在门边，像风里稍有一点不对，她都会先一步看见。
659	11	all-nameplates-empty	第五章	13	all-nameplates-empty:014	line_location	all-nameplates-empty:014:location	05-all-nameplates-empty.js	长桌夜色
660	11	all-nameplates-empty	第五章	13	all-nameplates-empty:014	line_speaker	all-nameplates-empty:014:speaker	05-all-nameplates-empty.js	旁白
661	11	all-nameplates-empty	第五章	13	all-nameplates-empty:014	line_text	all-nameplates-empty:014:text	05-all-nameplates-empty.js	后来她才一个一个知道她们的名字。Azalea，Meiling，Shella，Mizuki。她们看上去都不像“活着的人”，可也不像装饰。更像被什么东西硬生生留在这里之后，仍然勉强维持着原来姿态的人。
662	11	all-nameplates-empty	第五章	14	all-nameplates-empty:015	line_location	all-nameplates-empty:015:location	05-all-nameplates-empty.js	长桌夜色
663	11	all-nameplates-empty	第五章	14	all-nameplates-empty:015	line_speaker	all-nameplates-empty:015:speaker	05-all-nameplates-empty.js	Meiling
664	11	all-nameplates-empty	第五章	14	all-nameplates-empty:015	line_text	all-nameplates-empty:015:text	05-all-nameplates-empty.js	现在是七。
665	11	all-nameplates-empty	第五章	15	all-nameplates-empty:016	line_location	all-nameplates-empty:016:location	05-all-nameplates-empty.js	长桌夜色
666	11	all-nameplates-empty	第五章	15	all-nameplates-empty:016	line_speaker	all-nameplates-empty:016:speaker	05-all-nameplates-empty.js	A-017
667	11	all-nameplates-empty	第五章	15	all-nameplates-empty:016	line_text	all-nameplates-empty:016:text	05-all-nameplates-empty.js	一直都是七吗？
668	11	all-nameplates-empty	第五章	16	all-nameplates-empty:017	line_location	all-nameplates-empty:017:location	05-all-nameplates-empty.js	长桌夜色
669	11	all-nameplates-empty	第五章	16	all-nameplates-empty:017	line_speaker	all-nameplates-empty:017:speaker	05-all-nameplates-empty.js	Azalea
670	11	all-nameplates-empty	第五章	16	all-nameplates-empty:017	line_text	all-nameplates-empty:017:text	05-all-nameplates-empty.js	不一定。
671	11	all-nameplates-empty	第五章	17	all-nameplates-empty:018	line_location	all-nameplates-empty:018:location	05-all-nameplates-empty.js	长桌夜色
672	11	all-nameplates-empty	第五章	17	all-nameplates-empty:018	line_speaker	all-nameplates-empty:018:speaker	05-all-nameplates-empty.js	Azalea
673	11	all-nameplates-empty	第五章	17	all-nameplates-empty:018	line_text	all-nameplates-empty:018:text	05-all-nameplates-empty.js	有时少一个，有时多一个。
674	11	all-nameplates-empty	第五章	18	all-nameplates-empty:019	line_location	all-nameplates-empty:019:location	05-all-nameplates-empty.js	长桌夜色
675	11	all-nameplates-empty	第五章	18	all-nameplates-empty:019	line_speaker	all-nameplates-empty:019:speaker	05-all-nameplates-empty.js	旁白
676	11	all-nameplates-empty	第五章	18	all-nameplates-empty:019	line_text	all-nameplates-empty:019:text	05-all-nameplates-empty.js	Hana是在那之后才走过来的。她肩上的披肩被风带歪了一点，手里那只杯子也早就凉了。Azalea什么都没问，只是很自然地把她手边那只换成热的，又顺手替她把披肩重新按回肩上。
677	11	all-nameplates-empty	第五章	19	all-nameplates-empty:020	line_location	all-nameplates-empty:020:location	05-all-nameplates-empty.js	长桌夜色
678	11	all-nameplates-empty	第五章	19	all-nameplates-empty:020	line_speaker	all-nameplates-empty:020:speaker	05-all-nameplates-empty.js	Azalea
679	11	all-nameplates-empty	第五章	19	all-nameplates-empty:020	line_text	all-nameplates-empty:020:text	05-all-nameplates-empty.js	先坐下。
680	11	all-nameplates-empty	第五章	20	all-nameplates-empty:021	line_location	all-nameplates-empty:021:location	05-all-nameplates-empty.js	长桌夜色
681	11	all-nameplates-empty	第五章	20	all-nameplates-empty:021	line_speaker	all-nameplates-empty:021:speaker	05-all-nameplates-empty.js	旁白
682	11	all-nameplates-empty	第五章	20	all-nameplates-empty:021	line_text	all-nameplates-empty:021:text	05-all-nameplates-empty.js	Hana竟真的照做了。A-017怔怔看着，第一次意识到Azalea照料Hana的方式，不像侍候谁，更像早就把另一个人的冷暖和疏忽都接到了自己手里。
683	11	all-nameplates-empty	第五章	21	all-nameplates-empty:022	line_location	all-nameplates-empty:022:location	05-all-nameplates-empty.js	长桌夜色
684	11	all-nameplates-empty	第五章	21	all-nameplates-empty:022	line_speaker	all-nameplates-empty:022:speaker	05-all-nameplates-empty.js	Shella
685	11	all-nameplates-empty	第五章	21	all-nameplates-empty:022	line_text	all-nameplates-empty:022:text	05-all-nameplates-empty.js	不过空着的位置，也有它自己的用处。
686	11	all-nameplates-empty	第五章	22	all-nameplates-empty:023	line_location	all-nameplates-empty:023:location	05-all-nameplates-empty.js	长窗边
687	11	all-nameplates-empty	第五章	22	all-nameplates-empty:023	line_speaker	all-nameplates-empty:023:speaker	05-all-nameplates-empty.js	旁白
688	11	all-nameplates-empty	第五章	22	all-nameplates-empty:023	line_text	all-nameplates-empty:023:text	05-all-nameplates-empty.js	再晚一点，她在回廊拐角又碰见了Alice。她一个人站在长窗边，黑白双书都已经合上了，指尖却还轻轻压着页角，像连风也不能把它们随意翻乱。
689	11	all-nameplates-empty	第五章	23	all-nameplates-empty:024	line_location	all-nameplates-empty:024:location	05-all-nameplates-empty.js	长窗边
690	11	all-nameplates-empty	第五章	23	all-nameplates-empty:024	line_speaker	all-nameplates-empty:024:speaker	05-all-nameplates-empty.js	A-017
691	11	all-nameplates-empty	第五章	23	all-nameplates-empty:024	line_text	all-nameplates-empty:024:text	05-all-nameplates-empty.js	如果所有人一开始都是Alice，那你为什么也叫Alice？
692	11	all-nameplates-empty	第五章	24	all-nameplates-empty:025	line_location	all-nameplates-empty:025:location	05-all-nameplates-empty.js	长窗边
693	11	all-nameplates-empty	第五章	24	all-nameplates-empty:025	line_speaker	all-nameplates-empty:025:speaker	05-all-nameplates-empty.js	Alice
694	11	all-nameplates-empty	第五章	24	all-nameplates-empty:025	line_text	all-nameplates-empty:025:text	05-all-nameplates-empty.js	因为有些名字，最开始只是统称。
695	11	all-nameplates-empty	第五章	25	all-nameplates-empty:026	line_location	all-nameplates-empty:026:location	05-all-nameplates-empty.js	长窗边
696	11	all-nameplates-empty	第五章	25	all-nameplates-empty:026	line_speaker	all-nameplates-empty:026:speaker	05-all-nameplates-empty.js	Alice
697	11	all-nameplates-empty	第五章	25	all-nameplates-empty:026	line_text	all-nameplates-empty:026:text	05-all-nameplates-empty.js	后来，总要有人把它活成真名。
698	11	all-nameplates-empty	第五章	26	all-nameplates-empty:027	line_location	all-nameplates-empty:027:location	05-all-nameplates-empty.js	长窗边
699	11	all-nameplates-empty	第五章	26	all-nameplates-empty:027	line_speaker	all-nameplates-empty:027:speaker	05-all-nameplates-empty.js	旁白
700	11	all-nameplates-empty	第五章	26	all-nameplates-empty:027	line_text	all-nameplates-empty:027:text	05-all-nameplates-empty.js	她还没完全想明白，窗台外忽然传来一声极轻的落地声。那只黑猫不知什么时候已经跳在长窗外沿，半眯着眼看她，尾巴慢慢绕过前爪。
701	11	all-nameplates-empty	第五章	27	all-nameplates-empty:028	line_location	all-nameplates-empty:028:location	05-all-nameplates-empty.js	长窗边
702	11	all-nameplates-empty	第五章	27	all-nameplates-empty:028	line_speaker	all-nameplates-empty:028:speaker	05-all-nameplates-empty.js	Moel
703	11	all-nameplates-empty	第五章	27	all-nameplates-empty:028	line_text	all-nameplates-empty:028:text	05-all-nameplates-empty.js	别再绷那么紧了。
704	11	all-nameplates-empty	第五章	28	all-nameplates-empty:029	line_location	all-nameplates-empty:029:location	05-all-nameplates-empty.js	长窗边
705	11	all-nameplates-empty	第五章	28	all-nameplates-empty:029	line_speaker	all-nameplates-empty:029:speaker	05-all-nameplates-empty.js	A-017
706	11	all-nameplates-empty	第五章	28	all-nameplates-empty:029	line_text	all-nameplates-empty:029:text	05-all-nameplates-empty.js	……你会说话？
707	11	all-nameplates-empty	第五章	29	all-nameplates-empty:030	line_location	all-nameplates-empty:030:location	05-all-nameplates-empty.js	长窗边
708	11	all-nameplates-empty	第五章	29	all-nameplates-empty:030	line_speaker	all-nameplates-empty:030:speaker	05-all-nameplates-empty.js	Moel
709	11	all-nameplates-empty	第五章	29	all-nameplates-empty:030	line_text	all-nameplates-empty:030:text	05-all-nameplates-empty.js	只是你现在才听见。
710	11	all-nameplates-empty	第五章	30	all-nameplates-empty:031	line_location	all-nameplates-empty:031:location	05-all-nameplates-empty.js	长窗边
711	11	all-nameplates-empty	第五章	30	all-nameplates-empty:031	line_speaker	all-nameplates-empty:031:speaker	05-all-nameplates-empty.js	A-017
712	11	all-nameplates-empty	第五章	30	all-nameplates-empty:031	line_text	all-nameplates-empty:031:text	05-all-nameplates-empty.js	……那你到底是什么？
713	11	all-nameplates-empty	第五章	31	all-nameplates-empty:032	line_location	all-nameplates-empty:032:location	05-all-nameplates-empty.js	长窗边
714	11	all-nameplates-empty	第五章	31	all-nameplates-empty:032	line_speaker	all-nameplates-empty:032:speaker	05-all-nameplates-empty.js	Moel
715	11	all-nameplates-empty	第五章	31	all-nameplates-empty:032	line_text	all-nameplates-empty:032:text	05-all-nameplates-empty.js	先别急着替这里的东西取对名字。你再多待一会儿，就会慢慢分清了。
716	11	all-nameplates-empty	第五章	32	all-nameplates-empty:033	line_location	all-nameplates-empty:033:location	05-all-nameplates-empty.js	回廊夜色
717	11	all-nameplates-empty	第五章	32	all-nameplates-empty:033	line_speaker	all-nameplates-empty:033:speaker	05-all-nameplates-empty.js	旁白
718	11	all-nameplates-empty	第五章	32	all-nameplates-empty:033	line_text	all-nameplates-empty:033:text	05-all-nameplates-empty.js	夜更深一点时，她沿着喷泉边往回走。风把回廊尽头的雾吹薄了一层。她远远看见Yume还坐在那里，册子摊在膝上，金色眼睛落在未写完的页间。
719	11	all-nameplates-empty	第五章	33	all-nameplates-empty:034	line_location	all-nameplates-empty:034:location	05-all-nameplates-empty.js	回廊夜色
720	11	all-nameplates-empty	第五章	33	all-nameplates-empty:034	line_speaker	all-nameplates-empty:034:speaker	05-all-nameplates-empty.js	Yume
721	11	all-nameplates-empty	第五章	33	all-nameplates-empty:034	line_text	all-nameplates-empty:034:text	05-all-nameplates-empty.js	先停一下吧。
722	11	all-nameplates-empty	第五章	34	all-nameplates-empty:035	line_location	all-nameplates-empty:035:location	05-all-nameplates-empty.js	回廊夜色
723	11	all-nameplates-empty	第五章	34	all-nameplates-empty:035	line_speaker	all-nameplates-empty:035:speaker	05-all-nameplates-empty.js	旁白
724	11	all-nameplates-empty	第五章	34	all-nameplates-empty:035	line_text	all-nameplates-empty:035:text	05-all-nameplates-empty.js	Hana站着没动，像连“停下来”这件事，对她而言都需要一点很慢的学习。过了一会儿，她才在Yume身边坐下，很轻地把额角抵过去。那不是撒娇，更像终于被允许从整天没有停过的运转里，暂时撤下来一会儿。
725	11	all-nameplates-empty	第五章	35	all-nameplates-empty:036	line_location	all-nameplates-empty:036:location	05-all-nameplates-empty.js	回廊夜色
726	11	all-nameplates-empty	第五章	35	all-nameplates-empty:036	line_speaker	all-nameplates-empty:036:speaker	05-all-nameplates-empty.js	Moel
727	11	all-nameplates-empty	第五章	35	all-nameplates-empty:036	line_text	all-nameplates-empty:036:text	05-all-nameplates-empty.js	看吧。这里不只是把人推进去的地方。
728	11	all-nameplates-empty	第五章	36	all-nameplates-empty:037	line_location	all-nameplates-empty:037:location	05-all-nameplates-empty.js	回廊夜色
729	11	all-nameplates-empty	第五章	36	all-nameplates-empty:037	line_speaker	all-nameplates-empty:037:speaker	05-all-nameplates-empty.js	旁白
730	11	all-nameplates-empty	第五章	36	all-nameplates-empty:037	line_text	all-nameplates-empty:037:text	05-all-nameplates-empty.js	她本该松一口气。可长桌那头，Meiling 的数数声又响起来，轻得像在夜里敲一枚钉子——七。仿佛这个数字终于等到下一个会把它推翻的人。
731		interlude-seven-margin	间章二十二			chapter_title	interlude-seven-margin:title	interlude-22-seven-margin.js	间章二十二
732		interlude-seven-margin	间章二十二			chapter_subtitle	interlude-seven-margin:subtitle	interlude-22-seven-margin.js	七与余白
733		interlude-seven-margin	间章二十二			chapter_location	interlude-seven-margin:location	interlude-22-seven-margin.js	册页边距
734	12	interlude-seven-margin	间章二十二	0	interlude-seven-margin:001	line_eyebrow	interlude-seven-margin:001:eyebrow	interlude-22-seven-margin.js	Interlude 22
735	12	interlude-seven-margin	间章二十二	0	interlude-seven-margin:001	line_title	interlude-seven-margin:001:title	interlude-22-seven-margin.js	七与余白
736	12	interlude-seven-margin	间章二十二	0	interlude-seven-margin:001	line_subtitle	interlude-seven-margin:001:subtitle	interlude-22-seven-margin.js	数字会骗人，边距不会。
737	12	interlude-seven-margin	间章二十二	0	interlude-seven-margin:001	line_location	interlude-seven-margin:001:location	interlude-22-seven-margin.js	册页边距
738	12	interlude-seven-margin	间章二十二	0	interlude-seven-margin:001	line_bgmName	interlude-seven-margin:001:bgmName	interlude-22-seven-margin.js	白之书
739	12	interlude-seven-margin	间章二十二	1	interlude-seven-margin:002	line_location	interlude-seven-margin:002:location	interlude-22-seven-margin.js	回廊夜色
740	12	interlude-seven-margin	间章二十二	1	interlude-seven-margin:002	line_speaker	interlude-seven-margin:002:speaker	interlude-22-seven-margin.js	旁白
741	12	interlude-seven-margin	间章二十二	1	interlude-seven-margin:002	line_text	interlude-seven-margin:002:text	interlude-22-seven-margin.js	长桌散席后，Yume独自留在回廊尽头。册子摊开，最新一页记录着门牌、空位、七只杯子与四个兔耳身影——每一条都像勉强对齐的齿，咬合时仍发出细响。
742	12	interlude-seven-margin	间章二十二	2	interlude-seven-margin:003	line_location	interlude-seven-margin:003:location	interlude-22-seven-margin.js	回廊夜色
743	12	interlude-seven-margin	间章二十二	2	interlude-seven-margin:003	line_speaker	interlude-seven-margin:003:speaker	interlude-22-seven-margin.js	旁白
744	12	interlude-seven-margin	间章二十二	2	interlude-seven-margin:003	line_text	interlude-seven-margin:003:text	interlude-22-seven-margin.js	她忽然想起：所有被笼统叫作 Alice 的名字，都曾在这张纸上争过一行——争的不是席位，而是别太快被谁并进一个整齐的总数里。
745	12	interlude-seven-margin	间章二十二	3	interlude-seven-margin:004	line_location	interlude-seven-margin:004:location	interlude-22-seven-margin.js	回廊夜色
746	12	interlude-seven-margin	间章二十二	3	interlude-seven-margin:004	line_speaker	interlude-seven-margin:004:speaker	interlude-22-seven-margin.js	旁白
747	12	interlude-seven-margin	间章二十二	3	interlude-seven-margin:004	line_text	interlude-seven-margin:004:text	interlude-22-seven-margin.js	她在正文旁写下一个“七”。笔锋落下时很稳，像不敢让墨洇开。写完，她盯着那个数字很久，又像在看别的什么。
748	12	interlude-seven-margin	间章二十二	4	interlude-seven-margin:005	line_location	interlude-seven-margin:005:location	interlude-22-seven-margin.js	回廊夜色
749	12	interlude-seven-margin	间章二十二	4	interlude-seven-margin:005	line_speaker	interlude-seven-margin:005:speaker	interlude-22-seven-margin.js	Yume
750	12	interlude-seven-margin	间章二十二	4	interlude-seven-margin:005	line_text	interlude-seven-margin:005:text	interlude-22-seven-margin.js	……七不是答案。七是缺口摆出来的形状。
751	12	interlude-seven-margin	间章二十二	5	interlude-seven-margin:006	line_location	interlude-seven-margin:006:location	interlude-22-seven-margin.js	回廊夜色
752	12	interlude-seven-margin	间章二十二	5	interlude-seven-margin:006	line_speaker	interlude-seven-margin:006:speaker	interlude-22-seven-margin.js	旁白
753	12	interlude-seven-margin	间章二十二	5	interlude-seven-margin:006	line_text	interlude-seven-margin:006:text	interlude-22-seven-margin.js	她见过太多把牺牲写得很漂亮的句子，所以才更怕——怕“七”一旦圆满，就又会有人被悄悄挪出行距，连名字都来不及落款。
754	12	interlude-seven-margin	间章二十二	6	interlude-seven-margin:007	line_location	interlude-seven-margin:007:location	interlude-22-seven-margin.js	回廊夜色
755	12	interlude-seven-margin	间章二十二	6	interlude-seven-margin:007	line_speaker	interlude-seven-margin:007:speaker	interlude-22-seven-margin.js	旁白
756	12	interlude-seven-margin	间章二十二	6	interlude-seven-margin:007	line_text	interlude-seven-margin:007:text	interlude-22-seven-margin.js	她用尺比着，把那个“七”轻轻划掉。不是擦掉，是划掉——留下一道倔强的横断，像提醒：任何整齐的总数，都该允许自己裂开一次。
757	12	interlude-seven-margin	间章二十二	7	interlude-seven-margin:008	line_location	interlude-seven-margin:008:location	interlude-22-seven-margin.js	回廊夜色
758	12	interlude-seven-margin	间章二十二	7	interlude-seven-margin:008	line_speaker	interlude-seven-margin:008:speaker	interlude-22-seven-margin.js	Yume
759	12	interlude-seven-margin	间章二十二	7	interlude-seven-margin:008	line_text	interlude-seven-margin:008:text	interlude-22-seven-margin.js	边距里写：第七席，未命名。可能永远未命名。但必须留席。
760	12	interlude-seven-margin	间章二十二	8	interlude-seven-margin:009	line_location	interlude-seven-margin:009:location	interlude-22-seven-margin.js	回廊夜色
761	12	interlude-seven-margin	间章二十二	8	interlude-seven-margin:009	line_speaker	interlude-seven-margin:009:speaker	interlude-22-seven-margin.js	旁白
762	12	interlude-seven-margin	间章二十二	8	interlude-seven-margin:009	line_text	interlude-seven-margin:009:text	interlude-22-seven-margin.js	墨迹在边距里微微鼓起，像一口气托着纸——未定义不是空，是拒绝被系统一次性盖章的留白。
763	12	interlude-seven-margin	间章二十二	9	interlude-seven-margin:010	line_location	interlude-seven-margin:010:location	interlude-22-seven-margin.js	回廊夜色
764	12	interlude-seven-margin	间章二十二	9	interlude-seven-margin:010	line_speaker	interlude-seven-margin:010:speaker	interlude-22-seven-margin.js	Alice
765	12	interlude-seven-margin	间章二十二	9	interlude-seven-margin:010	line_text	interlude-seven-margin:010:text	interlude-22-seven-margin.js	系统会提示：冗余。
766	12	interlude-seven-margin	间章二十二	10	interlude-seven-margin:011	line_location	interlude-seven-margin:011:location	interlude-22-seven-margin.js	回廊夜色
767	12	interlude-seven-margin	间章二十二	10	interlude-seven-margin:011	line_speaker	interlude-seven-margin:011:speaker	interlude-22-seven-margin.js	Yume
768	12	interlude-seven-margin	间章二十二	10	interlude-seven-margin:011	line_text	interlude-seven-margin:011:text	interlude-22-seven-margin.js	冗余才是人。把冗余删干净的地方，只剩答案，没有活物。
769	12	interlude-seven-margin	间章二十二	11	interlude-seven-margin:012	line_location	interlude-seven-margin:012:location	interlude-22-seven-margin.js	回廊夜色
770	12	interlude-seven-margin	间章二十二	11	interlude-seven-margin:012	line_speaker	interlude-seven-margin:012:speaker	interlude-22-seven-margin.js	旁白
